Identity_Type	Identifier
OrganismTaxon	7154
OrganismTaxon	315563
DiseaseOrPhenotypicFeature	D014869
GeneOrGeneProduct	36236
ChemicalEntity	D008676
GeneOrGeneProduct	25608
GeneOrGeneProduct	246253
GeneOrGeneProduct	25700
GeneOrGeneProduct	66029
GeneOrGeneProduct	56034
GeneOrGeneProduct	5740
GeneOrGeneProduct	10455
GeneOrGeneProduct	32
ChemicalEntity	D013889
CellLine	CVCL_M747
GeneOrGeneProduct	5310
GeneOrGeneProduct	5311
GeneOrGeneProduct	26806
DiseaseOrPhenotypicFeature	D015783
DiseaseOrPhenotypicFeature	C537858
SequenceVariant	c|SUB|G|357+136|A
SequenceVariant	c|SUB|G|357+334|A
SequenceVariant	rs772624868
SequenceVariant	rs3026392
GeneOrGeneProduct	340273
GeneOrGeneProduct	199974
GeneOrGeneProduct	7045
ChemicalEntity	D011886
GeneOrGeneProduct	23047
GeneOrGeneProduct	406949
GeneOrGeneProduct	100505881
GeneOrGeneProduct	9863
GeneOrGeneProduct	23047
GeneOrGeneProduct	577
GeneOrGeneProduct	389941
GeneOrGeneProduct	165257
GeneOrGeneProduct	79977
OrganismTaxon	122277
GeneOrGeneProduct	102577774
DiseaseOrPhenotypicFeature	C565394
OrganismTaxon	51351
GeneOrGeneProduct	22901
SequenceVariant	rs751663413
GeneOrGeneProduct	490628
DiseaseOrPhenotypicFeature	D004374
OrganismTaxon	1648
ChemicalEntity	C561943
DiseaseOrPhenotypicFeature	D002289
DiseaseOrPhenotypicFeature	D055752
DiseaseOrPhenotypicFeature	C537328
DiseaseOrPhenotypicFeature	D055947
DiseaseOrPhenotypicFeature	D006972
DiseaseOrPhenotypicFeature	OMIM:610168
GeneOrGeneProduct	6497
ChemicalEntity	C404392
ChemicalEntity	D014752
GeneOrGeneProduct	558436
CellLine	CVCL_0425
GeneOrGeneProduct	5901
SequenceVariant	p|SUB|L|747|V
ChemicalEntity	D014266
SequenceVariant	rs1800562
SequenceVariant	rs1799945
ChemicalEntity	D000077489
GeneOrGeneProduct	16796
GeneOrGeneProduct	16796
GeneOrGeneProduct	56376
GeneOrGeneProduct	114108
DiseaseOrPhenotypicFeature	OMIM:612348
GeneOrGeneProduct	2840
GeneOrGeneProduct	12367
GeneOrGeneProduct	12369
ChemicalEntity	C068624
ChemicalEntity	C439611
SequenceVariant	rs2230806
SequenceVariant	rs72811418
ChemicalEntity	C003712
ChemicalEntity	C002889
ChemicalEntity	D011398
DiseaseOrPhenotypicFeature	D009041
GeneOrGeneProduct	7528
GeneOrGeneProduct	10428
GeneOrGeneProduct	4734
GeneOrGeneProduct	10262
GeneOrGeneProduct	10277
DiseaseOrPhenotypicFeature	C565054
GeneOrGeneProduct	9100
DiseaseOrPhenotypicFeature	D000084202
GeneOrGeneProduct	44786
GeneOrGeneProduct	41363
GeneOrGeneProduct	31310
GeneOrGeneProduct	77582
GeneOrGeneProduct	226856
DiseaseOrPhenotypicFeature	C565222
ChemicalEntity	D002990
OrganismTaxon	139
ChemicalEntity	C003715
ChemicalEntity	D000077589
ChemicalEntity	D013860
ChemicalEntity	C011136
SequenceVariant	rs28714259
GeneOrGeneProduct	109620
DiseaseOrPhenotypicFeature	D019571
SequenceVariant	p|SUB|R|451|G
SequenceVariant	p|SUB|R|26|R
GeneOrGeneProduct	291450
GeneOrGeneProduct	65183
DiseaseOrPhenotypicFeature	D019572
ChemicalEntity	C006361
ChemicalEntity	C114719
ChemicalEntity	D010618
SequenceVariant	p|SUB|V|25|A
SequenceVariant	p|SUB|L|39|M
SequenceVariant	p|SUB|A|41|S
SequenceVariant	p|SUB|A|41|V
SequenceVariant	p|SUB|C|43|F
SequenceVariant	p|SUB|C|43|R
SequenceVariant	p|SUB|C|43|S
SequenceVariant	p|SUB|C|44|Y
SequenceVariant	p|SUB|N|45|R
GeneOrGeneProduct	396933
OrganismTaxon	488477
GeneOrGeneProduct	397307
ChemicalEntity	C000622300
CellLine	CVCL_2174
GeneOrGeneProduct	223646
GeneOrGeneProduct	74568
GeneOrGeneProduct	56532
DiseaseOrPhenotypicFeature	D056833
DiseaseOrPhenotypicFeature	D018455
DiseaseOrPhenotypicFeature	D020151
ChemicalEntity	D017294
GeneOrGeneProduct	22853
GeneOrGeneProduct	6597
CellLine	CVCL_5G49
DiseaseOrPhenotypicFeature	OMIM:215700
SequenceVariant	c|SUB|C|286|A
SequenceVariant	p|SUB|P|96|T
SequenceVariant	c|DEL|685_688+6|
SequenceVariant	p|FS|L|229|G|4
SequenceVariant	rs121908646
SequenceVariant	rs192838388
SequenceVariant	rs765338121
SequenceVariant	rs121908642
SequenceVariant	rs121908641
ChemicalEntity	C000606252
CellLine	CVCL_0553
ChemicalEntity	C520962
GeneOrGeneProduct	117559
GeneOrGeneProduct	117556
GeneOrGeneProduct	5602
DiseaseOrPhenotypicFeature	D005352
ChemicalEntity	C101789
SequenceVariant	rs725084
SequenceVariant	rs2072493
SequenceVariant	rs5744174
OrganismTaxon	7937
DiseaseOrPhenotypicFeature	C536905
DiseaseOrPhenotypicFeature	D013953
GeneOrGeneProduct	151888
DiseaseOrPhenotypicFeature	C537535
ChemicalEntity	C093802
ChemicalEntity	D005025
CellLine	CVCL_AX35
DiseaseOrPhenotypicFeature	D014082
CellLine	CVCL_0549
CellLine	CVCL_WC49
OrganismTaxon	4020
GeneOrGeneProduct	822415
GeneOrGeneProduct	832523
GeneOrGeneProduct	826571
GeneOrGeneProduct	834133
GeneOrGeneProduct	842669
GeneOrGeneProduct	842120
GeneOrGeneProduct	837949
GeneOrGeneProduct	842955
GeneOrGeneProduct	842956
GeneOrGeneProduct	55867
GeneOrGeneProduct	6578
GeneOrGeneProduct	6579
GeneOrGeneProduct	81796
ChemicalEntity	D005977
GeneOrGeneProduct	42367
GeneOrGeneProduct	57708
GeneOrGeneProduct	6247
GeneOrGeneProduct	8629
GeneOrGeneProduct	440335
DiseaseOrPhenotypicFeature	D007567
GeneOrGeneProduct	9235
ChemicalEntity	C075743
ChemicalEntity	C031410
ChemicalEntity	C015126
ChemicalEntity	C006463
ChemicalEntity	C079708
GeneOrGeneProduct	2676
SequenceVariant	rs6275
SequenceVariant	rs6276
GeneOrGeneProduct	22827
GeneOrGeneProduct	54512
GeneOrGeneProduct	23246
ChemicalEntity	C093196
ChemicalEntity	C525422
ChemicalEntity	C091377
DiseaseOrPhenotypicFeature	D001922
OrganismTaxon	1817
OrganismTaxon	10244
SequenceVariant	p|SUB|A|27|L
GeneOrGeneProduct	3707686
GeneOrGeneProduct	1727
GeneOrGeneProduct	6732
GeneOrGeneProduct	3577
SequenceVariant	rs5219
SequenceVariant	rs2285676
SequenceVariant	rs1799859
SequenceVariant	rs757110
GeneOrGeneProduct	3552
GeneOrGeneProduct	3553
GeneOrGeneProduct	7133
GeneOrGeneProduct	7781
SequenceVariant	rs11126936
SequenceVariant	rs11126929
ChemicalEntity	D010208
OrganismTaxon	3489
GeneOrGeneProduct	365228
GeneOrGeneProduct	292794
ChemicalEntity	C579665
CellLine	CVCL_B6JB
GeneOrGeneProduct	19374
GeneOrGeneProduct	18176
GeneOrGeneProduct	854818
GeneOrGeneProduct	854123
GeneOrGeneProduct	11031
SequenceVariant	rs9965664
ChemicalEntity	D016756
ChemicalEntity	C034887
GeneOrGeneProduct	84604
GeneOrGeneProduct	25307
GeneOrGeneProduct	24223
CellLine	CVCL_A460
GeneOrGeneProduct	91942
GeneOrGeneProduct	4482
ChemicalEntity	C013111
ChemicalEntity	C027185
SequenceVariant	rs121913459
ChemicalEntity	C097367
GeneOrGeneProduct	419455
GeneOrGeneProduct	395938
GeneOrGeneProduct	25353
ChemicalEntity	D001194
CellLine	CVCL_C7RR
CellLine	CVCL_L911
ChemicalEntity	C043940
GeneOrGeneProduct	854667
GeneOrGeneProduct	10459
GeneOrGeneProduct	5980
GeneOrGeneProduct	51455
GeneOrGeneProduct	855936
GeneOrGeneProduct	3921
GeneOrGeneProduct	18763
ChemicalEntity	D000077333
ChemicalEntity	D013420
ChemicalEntity	D014295
ChemicalEntity	C081643
ChemicalEntity	D000077333
ChemicalEntity	D009288
ChemicalEntity	C437965
ChemicalEntity	C521377
GeneOrGeneProduct	5549
GeneOrGeneProduct	14601
GeneOrGeneProduct	108069
GeneOrGeneProduct	58234
GeneOrGeneProduct	319974
GeneOrGeneProduct	17357
DiseaseOrPhenotypicFeature	D036981
GeneOrGeneProduct	100289462
DiseaseOrPhenotypicFeature	C536078
DiseaseOrPhenotypicFeature	D017036
DiseaseOrPhenotypicFeature	C562949
SequenceVariant	rs797045674
GeneOrGeneProduct	94175
GeneOrGeneProduct	3273
GeneOrGeneProduct	55512
ChemicalEntity	C067042
GeneOrGeneProduct	100862689
GeneOrGeneProduct	50720
DiseaseOrPhenotypicFeature	C536787
GeneOrGeneProduct	109700
ChemicalEntity	D012787
ChemicalEntity	D005664
GeneOrGeneProduct	2828273
GeneOrGeneProduct	3588
SequenceVariant	p|SUB|S|138|G
SequenceVariant	p|SUB|G|330|R
GeneOrGeneProduct	817278
GeneOrGeneProduct	823741
GeneOrGeneProduct	818861
GeneOrGeneProduct	594855
GeneOrGeneProduct	339302
GeneOrGeneProduct	19703
DiseaseOrPhenotypicFeature	C537346
ChemicalEntity	D002927
OrganismTaxon	28930
GeneOrGeneProduct	4299
ChemicalEntity	C049840
DiseaseOrPhenotypicFeature	D018246
GeneOrGeneProduct	284485
SequenceVariant	p|SUB|E|31|V
GeneOrGeneProduct	284485
GeneOrGeneProduct	5566
SequenceVariant	p|SUB|L|205|R
SequenceVariant	p|SUB|W|196|R
DiseaseOrPhenotypicFeature	D004172
GeneOrGeneProduct	246221
ChemicalEntity	C529376
ChemicalEntity	C002283
GeneOrGeneProduct	13819
GeneOrGeneProduct	19052
ChemicalEntity	D004998
GeneOrGeneProduct	829142
GeneOrGeneProduct	16952
GeneOrGeneProduct	17062
GeneOrGeneProduct	114654
OrganismTaxon	4111
GeneOrGeneProduct	287526
GeneOrGeneProduct	25673
GeneOrGeneProduct	24717
GeneOrGeneProduct	60446
OrganismTaxon	77643
ChemicalEntity	C493870
SequenceVariant	p|SUB|D|88|G
DiseaseOrPhenotypicFeature	D000075902
ChemicalEntity	C030816
CellLine	CVCL_RQ10
DiseaseOrPhenotypicFeature	D001228
SequenceVariant	p|SUB|L|98|H
SequenceVariant	c|SUB|T|289|A
SequenceVariant	p|SUB|I|364|V
SequenceVariant	p|SUB|G|448|S
GeneOrGeneProduct	1591
ChemicalEntity	C038198
ChemicalEntity	C000603069
GeneOrGeneProduct	51237
GeneOrGeneProduct	3502
ChemicalEntity	C008644
GeneOrGeneProduct	7161
SequenceVariant	rs746096915
SequenceVariant	rs778557179
SequenceVariant	rs761502228
SequenceVariant	rs777997255
ChemicalEntity	C044834
DiseaseOrPhenotypicFeature	D000084063
DiseaseOrPhenotypicFeature	D000086382
SequenceVariant	c|DEL|141_143|
SequenceVariant	p|SUB|D|215|A
SequenceVariant	p|INS|215|AGY
GeneOrGeneProduct	172542
GeneOrGeneProduct	176022
ChemicalEntity	C042345
SequenceVariant	p|SUB|A|47
SequenceVariant	660|I
GeneOrGeneProduct	93671
DiseaseOrPhenotypicFeature	D055589
CellLine	CVCL_1906
GeneOrGeneProduct	9353
GeneOrGeneProduct	100505893
GeneOrGeneProduct	9353
GeneOrGeneProduct	79441
GeneOrGeneProduct	16878
GeneOrGeneProduct	3976
DiseaseOrPhenotypicFeature	D005355
DiseaseOrPhenotypicFeature	D007674
GeneOrGeneProduct	16880
GeneOrGeneProduct	36587
GeneOrGeneProduct	252709
ChemicalEntity	C076818
GeneOrGeneProduct	34397
ChemicalEntity	C027561
ChemicalEntity	C007379
DiseaseOrPhenotypicFeature	D004673
ChemicalEntity	D005437
DiseaseOrPhenotypicFeature	C531821
SequenceVariant	rs11024600
SequenceVariant	rs7112278
GeneOrGeneProduct	6895
GeneOrGeneProduct	8575
GeneOrGeneProduct	4953
ChemicalEntity	C046252
ChemicalEntity	D013461
ChemicalEntity	C005746
OrganismTaxon	1749273
OrganismTaxon	27492
OrganismTaxon	207696
GeneOrGeneProduct	23239
GeneOrGeneProduct	23035
GeneOrGeneProduct	35178
ChemicalEntity	C439829
ChemicalEntity	D019323
ChemicalEntity	C575295
OrganismTaxon	187505
ChemicalEntity	C531264
ChemicalEntity	C587233
ChemicalEntity	D000069348
ChemicalEntity	C572724
ChemicalEntity	C000711768
SequenceVariant	rs33939927
GeneOrGeneProduct	64759
DiseaseOrPhenotypicFeature	D001327
DiseaseOrPhenotypicFeature	D003872
GeneOrGeneProduct	915
GeneOrGeneProduct	916
GeneOrGeneProduct	917
GeneOrGeneProduct	919
GeneOrGeneProduct	81631
GeneOrGeneProduct	84557
GeneOrGeneProduct	493934
ChemicalEntity	D017373
GeneOrGeneProduct	78943
CellLine	CVCL_0375
OrganismTaxon	174650
GeneOrGeneProduct	11945
GeneOrGeneProduct	60414
DiseaseOrPhenotypicFeature	D014103
GeneOrGeneProduct	103694380
CellLine	CVCL_S956
CellLine	CVCL_3840
CellLine	CVCL_4971
GeneOrGeneProduct	57007
GeneOrGeneProduct	3560
ChemicalEntity	C006923
DiseaseOrPhenotypicFeature	D031249
DiseaseOrPhenotypicFeature	D015614
DiseaseOrPhenotypicFeature	D006322
CellLine	CVCL_R965
ChemicalEntity	C459681
DiseaseOrPhenotypicFeature	D006222
ChemicalEntity	D064412
ChemicalEntity	D001507
ChemicalEntity	D000068299
ChemicalEntity	D000420
GeneOrGeneProduct	5984
DiseaseOrPhenotypicFeature	OMIM:615774
GeneOrGeneProduct	4899
ChemicalEntity	D017976
GeneOrGeneProduct	3077510
GeneOrGeneProduct	3077474
GeneOrGeneProduct	3077465
GeneOrGeneProduct	3077494
GeneOrGeneProduct	3077564
GeneOrGeneProduct	3077502
GeneOrGeneProduct	25828
GeneOrGeneProduct	3077516
GeneOrGeneProduct	3077538
GeneOrGeneProduct	3077533
GeneOrGeneProduct	3077559
OrganismTaxon	199225
ChemicalEntity	C586814
ChemicalEntity	C000633444
ChemicalEntity	D054811
DiseaseOrPhenotypicFeature	D017118
GeneOrGeneProduct	3145
SequenceVariant	rs118204103
GeneOrGeneProduct	395145
OrganismTaxon	5480
DiseaseOrPhenotypicFeature	D017443
ChemicalEntity	C008216
SequenceVariant	rs934197
SequenceVariant	rs533617
SequenceVariant	rs1042031
SequenceVariant	rs17240441
SequenceVariant	rs745520533
SequenceVariant	c|INS|66|67
SequenceVariant	CTGCTG
SequenceVariant	rs533517
SequenceVariant	rs201769751
SequenceVariant	rs193238922
SequenceVariant	rs60221525
SequenceVariant	rs4645980
SequenceVariant	rs5393
SequenceVariant	rs3795063
ChemicalEntity	D010281
GeneOrGeneProduct	27074
GeneOrGeneProduct	2494
ChemicalEntity	C005525
GeneOrGeneProduct	1045771
OrganismTaxon	106590
OrganismTaxon	1682
GeneOrGeneProduct	97165
GeneOrGeneProduct	387146
CellLine	CVCL_3987
GeneOrGeneProduct	23957
GeneOrGeneProduct	13555
ChemicalEntity	C000594653
OrganismTaxon	1582
DiseaseOrPhenotypicFeature	D002286
SequenceVariant	p|SUB|T|81|P
SequenceVariant	p|SUB|S|101|P
SequenceVariant	p|SUB|L|123|S
GeneOrGeneProduct	51776
DiseaseOrPhenotypicFeature	C535777
DiseaseOrPhenotypicFeature	C564056
ChemicalEntity	C030814
ChemicalEntity	C093183
ChemicalEntity	C030571
ChemicalEntity	C015392
ChemicalEntity	D002258
GeneOrGeneProduct	326171
GeneOrGeneProduct	43229
GeneOrGeneProduct	40015
GeneOrGeneProduct	40009
GeneOrGeneProduct	40014
GeneOrGeneProduct	40016
GeneOrGeneProduct	10467
GeneOrGeneProduct	3772191
GeneOrGeneProduct	173
ChemicalEntity	D017673
GeneOrGeneProduct	64017
GeneOrGeneProduct	292155
SequenceVariant	rs13453786
SequenceVariant	rs66377062
SequenceVariant	rs106982173
SequenceVariant	rs65057186
GeneOrGeneProduct	25361
ChemicalEntity	D007660
ChemicalEntity	D065347
SequenceVariant	p|SUB|K|100|M
DiseaseOrPhenotypicFeature	D052878
SequenceVariant	c|SUB|C|-200|C
ChemicalEntity	D000077384
ChemicalEntity	C000601773
ChemicalEntity	C000598434
GeneOrGeneProduct	114565
GeneOrGeneProduct	320951
GeneOrGeneProduct	21784
GeneOrGeneProduct	106583
GeneOrGeneProduct	23984
GeneOrGeneProduct	5708
GeneOrGeneProduct	27040
GeneOrGeneProduct	7186
GeneOrGeneProduct	7187
GeneOrGeneProduct	1796
GeneOrGeneProduct	5753
GeneOrGeneProduct	5770
ChemicalEntity	C037036
ChemicalEntity	C010695
ChemicalEntity	C003403
GeneOrGeneProduct	386653
GeneOrGeneProduct	11343
GeneOrGeneProduct	5608
GeneOrGeneProduct	4831
GeneOrGeneProduct	23327
ChemicalEntity	D011799
ChemicalEntity	D007191
GeneOrGeneProduct	25462
GeneOrGeneProduct	301117
CellLine	CVCL_A8KH
ChemicalEntity	C523468
GeneOrGeneProduct	5739
ChemicalEntity	C117025
CellLine	CVCL_S030
ChemicalEntity	C059896
ChemicalEntity	C542294
GeneOrGeneProduct	23844
GeneOrGeneProduct	13487
GeneOrGeneProduct	11833
GeneOrGeneProduct	2730
OrganismTaxon	648871
ChemicalEntity	C028210
ChemicalEntity	C000615519
ChemicalEntity	C000615490
ChemicalEntity	C000615192
ChemicalEntity	C053989
GeneOrGeneProduct	10505
ChemicalEntity	C009317
ChemicalEntity	C002290
CellLine	CVCL_0224
SequenceVariant	p|SUB|H|196|A
GeneOrGeneProduct	9692
GeneOrGeneProduct	54931
GeneOrGeneProduct	3028
DiseaseOrPhenotypicFeature	D017240
GeneOrGeneProduct	54931
ChemicalEntity	C051360
ChemicalEntity	C060285
DiseaseOrPhenotypicFeature	C562390
GeneOrGeneProduct	8445
ChemicalEntity	D011353
ChemicalEntity	C555437
CellLine	CVCL_4915
ChemicalEntity	C524632
ChemicalEntity	D054742
CellLine	CVCL_HL93
GeneOrGeneProduct	56847
ChemicalEntity	C005200
GeneOrGeneProduct	7779
GeneOrGeneProduct	7782
CellLine	CVCL_2163
SequenceVariant	c|SUB|A|2706|G
SequenceVariant	g|SUB|G|3010|A
SequenceVariant	rs3135348
GeneOrGeneProduct	3117
GeneOrGeneProduct	3105
SequenceVariant	rs4410198
GeneOrGeneProduct	19341
OrganismTaxon	10239
OrganismTaxon	12066
ChemicalEntity	D006139
OrganismTaxon	176279
CellLine	CVCL_ZT65
ChemicalEntity	D055666
GeneOrGeneProduct	4651
GeneOrGeneProduct	10399
ChemicalEntity	C005479
ChemicalEntity	D044950
ChemicalEntity	C015812
ChemicalEntity	C014115
OrganismTaxon	5544
OrganismTaxon	5547
ChemicalEntity	D004369
GeneOrGeneProduct	3768181
GeneOrGeneProduct	844120
GeneOrGeneProduct	828841
GeneOrGeneProduct	843693
OrganismTaxon	57667
GeneOrGeneProduct	25467
GeneOrGeneProduct	100422898
CellLine	CVCL_0343
GeneOrGeneProduct	108686
ChemicalEntity	D002697
GeneOrGeneProduct	8192
GeneOrGeneProduct	3065
GeneOrGeneProduct	3066
ChemicalEntity	C000615229
ChemicalEntity	D005947
SequenceVariant	p|SUB|Y|118|A
SequenceVariant	p|SUB|D|190|A
OrganismTaxon	1345770
ChemicalEntity	C000723335
ChemicalEntity	C021086
SequenceVariant	p|SUB|G|12|P
SequenceVariant	p|SUB|P||G
ChemicalEntity	C552428
DiseaseOrPhenotypicFeature	D053608
ChemicalEntity	D001556
ChemicalEntity	D003633
ChemicalEntity	D004726
SequenceVariant	rs28934904
SequenceVariant	p|SUB|R|255|*
SequenceVariant	rs61749751
DiseaseOrPhenotypicFeature	D018923
GeneOrGeneProduct	25021
ChemicalEntity	C025565
GeneOrGeneProduct	7283
GeneOrGeneProduct	83416
SequenceVariant	rs6427384
SequenceVariant	rs6692977
GeneOrGeneProduct	10527
GeneOrGeneProduct	10526
ChemicalEntity	C038753
GeneOrGeneProduct	85348
ChemicalEntity	D000476
ChemicalEntity	D013451
DiseaseOrPhenotypicFeature	C535729
SequenceVariant	c|INS|3358_3359|T
SequenceVariant	p|SUB|L|1053
SequenceVariant	-1092|X
SequenceVariant	c|INS|3820_3821|G
SequenceVariant	p|SUB|G|1207_1213|X
GeneOrGeneProduct	108071
ChemicalEntity	C414024
ChemicalEntity	C108024
ChemicalEntity	C570705
ChemicalEntity	C401104
GeneOrGeneProduct	1141
GeneOrGeneProduct	1136
ChemicalEntity	C041069
OrganismTaxon	66014
DiseaseOrPhenotypicFeature	C538539
DiseaseOrPhenotypicFeature	D022861
GeneOrGeneProduct	3257
GeneOrGeneProduct	10981
ChemicalEntity	D000069547
ChemicalEntity	D000068679
DiseaseOrPhenotypicFeature	OMIM:102510
SequenceVariant	rs17026425
SequenceVariant	rs17057166
SequenceVariant	rs6854845
SequenceVariant	rs1728400
SequenceVariant	rs17693104
SequenceVariant	rs202280
SequenceVariant	rs6797464
SequenceVariant	rs823920
GeneOrGeneProduct	29089
GeneOrGeneProduct	55120
GeneOrGeneProduct	12933
GeneOrGeneProduct	170731
GeneOrGeneProduct	20750
GeneOrGeneProduct	824
ChemicalEntity	C576694
GeneOrGeneProduct	223722
ChemicalEntity	C017114
GeneOrGeneProduct	285962
GeneOrGeneProduct	17393
GeneOrGeneProduct	111058
ChemicalEntity	D011810
SequenceVariant	rs1057519861
SequenceVariant	p|Allele|M|793
GeneOrGeneProduct	60485
ChemicalEntity	C000599276
ChemicalEntity	C031385
GeneOrGeneProduct	53947
GeneOrGeneProduct	28905
GeneOrGeneProduct	114332
GeneOrGeneProduct	19130
ChemicalEntity	D019807
DiseaseOrPhenotypicFeature	D057072
DiseaseOrPhenotypicFeature	D000092443
GeneOrGeneProduct	284
GeneOrGeneProduct	285
DiseaseOrPhenotypicFeature	D000074723
GeneOrGeneProduct	728192
GeneOrGeneProduct	387895
GeneOrGeneProduct	101929484
CellLine	CVCL_A5LE
CellLine	CVCL_E049
GeneOrGeneProduct	7090
GeneOrGeneProduct	1879
GeneOrGeneProduct	64641
GeneOrGeneProduct	18798
GeneOrGeneProduct	14183
ChemicalEntity	D026423
GeneOrGeneProduct	18753
DiseaseOrPhenotypicFeature	D020773
OrganismTaxon	162709
GeneOrGeneProduct	69983
GeneOrGeneProduct	69060
DiseaseOrPhenotypicFeature	C537778
ChemicalEntity	C038780
GeneOrGeneProduct	128239
GeneOrGeneProduct	6125
GeneOrGeneProduct	5178
GeneOrGeneProduct	406954
GeneOrGeneProduct	406966
GeneOrGeneProduct	407021
GeneOrGeneProduct	2115
GeneOrGeneProduct	5352
GeneOrGeneProduct	22918
GeneOrGeneProduct	5272
ChemicalEntity	C015388
GeneOrGeneProduct	547836
GeneOrGeneProduct	679869
SequenceVariant	rs4506565
GeneOrGeneProduct	83535
GeneOrGeneProduct	29492
GeneOrGeneProduct	83725
GeneOrGeneProduct	303824
GeneOrGeneProduct	299903
GeneOrGeneProduct	685879
GeneOrGeneProduct	3087
GeneOrGeneProduct	1607
GeneOrGeneProduct	1030
GeneOrGeneProduct	84327
GeneOrGeneProduct	54901
GeneOrGeneProduct	169792
GeneOrGeneProduct	1810
GeneOrGeneProduct	1902
GeneOrGeneProduct	9934
ChemicalEntity	C016546
GeneOrGeneProduct	1108
ChemicalEntity	D003980
ChemicalEntity	D009646
ChemicalEntity	C012491
GeneOrGeneProduct	14775
GeneOrGeneProduct	12895
GeneOrGeneProduct	16816
GeneOrGeneProduct	74114
GeneOrGeneProduct	57279
GeneOrGeneProduct	238505
GeneOrGeneProduct	100132285
ChemicalEntity	C543332
DiseaseOrPhenotypicFeature	D005547
ChemicalEntity	D012110
DiseaseOrPhenotypicFeature	D000592
DiseaseOrPhenotypicFeature	C535325
SequenceVariant	c|SUB|A|164-36|G
SequenceVariant	c|INS|46_147|TG
SequenceVariant	rs104894276
SequenceVariant	c|SUB|A|84_291|G
SequenceVariant	rs104894275
SequenceVariant	rs104894280
SequenceVariant	c|SUB|C|379|T
OrganismTaxon	88149
GeneOrGeneProduct	16859
GeneOrGeneProduct	115948
GeneOrGeneProduct	555601
GeneOrGeneProduct	77609
GeneOrGeneProduct	100535326
GeneOrGeneProduct	211535
GeneOrGeneProduct	74934
DiseaseOrPhenotypicFeature	D018459
DiseaseOrPhenotypicFeature	D010412
DiseaseOrPhenotypicFeature	D001446
GeneOrGeneProduct	4790
GeneOrGeneProduct	4791
GeneOrGeneProduct	25154
ChemicalEntity	C000623379
ChemicalEntity	C000606526
ChemicalEntity	C558517
CellLine	CVCL_3513
GeneOrGeneProduct	268973
CellLine	CVCL_M891
OrganismTaxon	203582
OrganismTaxon	4182
ChemicalEntity	C578415
ChemicalEntity	C513839
ChemicalEntity	C009048
ChemicalEntity	C552436
ChemicalEntity	C443697
ChemicalEntity	C578416
GeneOrGeneProduct	6128
ChemicalEntity	C004965
DiseaseOrPhenotypicFeature	D007897
DiseaseOrPhenotypicFeature	C567425
GeneOrGeneProduct	84648
GeneOrGeneProduct	4795
GeneOrGeneProduct	11202
GeneOrGeneProduct	3959
ChemicalEntity	C000090
GeneOrGeneProduct	24664
OrganismTaxon	343691
ChemicalEntity	C541743
ChemicalEntity	D014372
OrganismTaxon	71170
ChemicalEntity	D008671
ChemicalEntity	D012235
SequenceVariant	c|SUB|T|1560+2|A
DiseaseOrPhenotypicFeature	OMIM:193235
ChemicalEntity	C029353
GeneOrGeneProduct	292994
SequenceVariant	rs841848
SequenceVariant	rs1385129
SequenceVariant	rs11537641
SequenceVariant	rs841847
GeneOrGeneProduct	4877
DiseaseOrPhenotypicFeature	C537768
DiseaseOrPhenotypicFeature	D009357
ChemicalEntity	C005004
ChemicalEntity	C067341
ChemicalEntity	C452799
ChemicalEntity	C014215
ChemicalEntity	C009093
ChemicalEntity	C011686
GeneOrGeneProduct	4669
DiseaseOrPhenotypicFeature	D009084
DiseaseOrPhenotypicFeature	D058627
DiseaseOrPhenotypicFeature	C536631
SequenceVariant	rs104894592
SequenceVariant	p|Allele|R|297
ChemicalEntity	C529000
GeneOrGeneProduct	111337
GeneOrGeneProduct	10664
ChemicalEntity	C037808
GeneOrGeneProduct	10344
GeneOrGeneProduct	27189
GeneOrGeneProduct	652995
GeneOrGeneProduct	68251
GeneOrGeneProduct	211651
DiseaseOrPhenotypicFeature	C567712
DiseaseOrPhenotypicFeature	D005222
SequenceVariant	rs2241766
SequenceVariant	rs1421085
SequenceVariant	rs1558902
SequenceVariant	rs1137101
SequenceVariant	rs3764261
SequenceVariant	rs9941349
SequenceVariant	rs7799039
DiseaseOrPhenotypicFeature	D008479
ChemicalEntity	C064764
ChemicalEntity	C576364
ChemicalEntity	C000718249
ChemicalEntity	D019791
GeneOrGeneProduct	56246
GeneOrGeneProduct	6344
GeneOrGeneProduct	6343
OrganismTaxon	2161814
OrganismTaxon	2044573
OrganismTaxon	2041840
SequenceVariant	p|SUB|P|4301|T
SequenceVariant	p|SUB|P|4302|T
SequenceVariant	p|SUB|P|4641|T
OrganismTaxon	2161818
DiseaseOrPhenotypicFeature	D009072
GeneOrGeneProduct	57674
DiseaseOrPhenotypicFeature	C563551
GeneOrGeneProduct	4624
SequenceVariant	rs875908
GeneOrGeneProduct	9885
GeneOrGeneProduct	228983
DiseaseOrPhenotypicFeature	OMIM:616340
SequenceVariant	rs786205880(Expired)
DiseaseOrPhenotypicFeature	C537845
GeneOrGeneProduct	4055
GeneOrGeneProduct	12567
GeneOrGeneProduct	12571
GeneOrGeneProduct	1494474
GeneOrGeneProduct	1494475
DiseaseOrPhenotypicFeature	D014777
DiseaseOrPhenotypicFeature	D060085
SequenceVariant	p|SUB|V|384|I
SequenceVariant	p|SUB|V|384|T
SequenceVariant	p|SUB|S|275|F
SequenceVariant	p|SUB|N|120|N
